Unnamed: 0,Confirmed,Cured,Dead,State,time,date
7,2376,808,50,NCT of Delhi,17:00,24 April 2020
8,7,7,0,Goa,17:00,24 April 2020
9,2624,258,112,Gujarat,17:00,24 April 2020
10,272,156,3,Haryana,17:00,24 April 2020
11,40,18,1,Himachal Pradesh,17:00,24 April 2020
12,427,92,5,J & K,17:00,24 April 2020
13,53,8,3,Jharkhand,17:00,24 April 2020
14,445,145,17,Karnataka,17:00,24 April 2020
15,447,324,3,Kerala,17:00,24 April 2020
16,18,14,0,Ladakh,17:00,24 April 2020
21,1699,203,83,Madhya Pradesh,17:00,24 April 2020
17,6430,840,283,Maharashtra,17:00,24 April 2020
18,2,2,0,Manipur,17:00,24 April 2020
19,12,0,1,Meghalaya,17:00,24 April 2020
20,1,0,0,Mizoram,17:00,24 April 2020
22,90,33,1,Odisha,17:00,24 April 2020
23,7,3,0,Puducherry,17:00,24 April 2020
24,277,65,16,Punjab,17:00,24 April 2020
25,1964,230,27,Rajasthan,17:00,24 April 2020
26,1683,752,20,Tamil Nadu,17:00,24 April 2020
27,960,197,24,Telangana,17:00,24 April 2020
28,2,1,0,Tripura,17:00,24 April 2020
29,1510,206,24,Uttar Pradesh,17:00,24 April 2020
30,47,24,0,Uttarakhand,17:00,24 April 2020
31,514,103,15,West Bengal,17:00,24 April 2020
0,27,11,0,Andaman & Nicobar Island,17:00,25 April 2020
1,1061,171,31,Andhra Pradesh,17:00,25 April 2020
2,1,1,0,Arunanchal Pradesh,17:00,25 April 2020
3,36,19,1,Assam,17:00,25 April 2020
4,228,46,2,Bihar,17:00,25 April 2020
5,28,15,0,Chandigarh,17:00,25 April 2020
6,36,30,0,Chhattisgarh,17:00,25 April 2020
7,2514,857,53,NCT of Delhi,17:00,25 April 2020
8,7,7,0,Goa,17:00,25 April 2020
9,2815,265,127,Gujarat,17:00,25 April 2020
10,272,156,3,Haryana,17:00,25 April 2020
11,40,18,1,Himachal Pradesh,17:00,25 April 2020
12,454,109,5,J & K,17:00,25 April 2020
13,59,9,3,Jharkhand,17:00,25 April 2020
14,489,153,18,Karnataka,17:00,25 April 2020
15,451,331,4,Kerala,17:00,25 April 2020
16,20,14,0,Ladakh,17:00,25 April 2020
21,1952,210,92,Madhya Pradesh,17:00,25 April 2020
17,6817,957,301,Maharashtra,17:00,25 April 2020
18,2,2,0,Manipur,17:00,25 April 2020
19,12,0,1,Meghalaya,17:00,25 April 2020
20,1,0,0,Mizoram,17:00,25 April 2020
22,94,33,1,Odisha,17:00,25 April 2020
23,7,3,0,Puducherry,17:00,25 April 2020
24,298,67,17,Punjab,17:00,25 April 2020
25,2034,230,27,Rajasthan,17:00,25 April 2020
26,1755,866,22,Tamil Nadu,17:00,25 April 2020
27,984,253,26,Telangana,17:00,25 April 2020
28,2,1,0,Tripura,17:00,25 April 2020
29,1778,248,26,Uttar Pradesh,17:00,25 April 2020
30,48,25,0,Uttarakhand,17:00,25 April 2020
31,571,103,18,West Bengal,17:00,25 April 2020
0,33,11,0,Andaman & Nicobar Island,08:00,27 April 2020
1,1097,231,31,Andhra Pradesh,08:00,27 April 2020
2,1,1,0,Arunanchal Pradesh,08:00,27 April 2020
3,36,19,1,Assam,08:00,27 April 2020
4,251,46,2,Bihar,08:00,27 April 2020
5,30,17,0,Chandigarh,08:00,27 April 2020
6,37,32,0,Chhattisgarh,08:00,27 April 2020
7,2625,869,54,NCT of Delhi,08:00,27 April 2020
8,7,7,0,Goa,08:00,27 April 2020
9,3071,282,133,Gujarat,08:00,27 April 2020
10,289,176,3,Haryana,08:00,27 April 2020
11,40,22,1,Himachal Pradesh,08:00,27 April 2020
12,494,112,6,J & K,08:00,27 April 2020
13,67,13,3,Jharkhand,08:00,27 April 2020
14,501,177,18,Karnataka,08:00,27 April 2020
15,458,338,4,Kerala,08:00,27 April 2020
16,20,14,0,Ladakh,08:00,27 April 2020
21,2096,210,99,Madhya Pradesh,08:00,27 April 2020
17,7628,1076,323,Maharashtra,08:00,27 April 2020
18,2,2,0,Manipur,08:00,27 April 2020
19,12,0,1,Meghalaya,08:00,27 April 2020
20,1,0,0,Mizoram,08:00,27 April 2020
22,103,34,1,Odisha,08:00,27 April 2020
23,7,3,0,Puducherry,08:00,27 April 2020
24,298,67,17,Punjab,08:00,27 April 2020
25,2083,493,33,Rajasthan,08:00,27 April 2020
26,1821,960,23,Tamil Nadu,08:00,27 April 2020
27,991,280,26,Telangana,08:00,27 April 2020
28,2,2,0,Tripura,08:00,27 April 2020
29,1843,289,29,Uttar Pradesh,08:00,27 April 2020
30,50,26,0,Uttarakhand,08:00,27 April 2020
31,611,105,18,West Bengal,08:00,27 April 2020
0,33,11,0,Andaman and Nicobar,17:00,28 April 2020
1,1183,235,31,Andhra Pradesh,17:00,28 April 2020
2,1,1,0,Arunanchal Pradesh,17:00,28 April 2020
3,36,27,1,Assam,17:00,28 April 2020
4,345,57,2,Bihar,17:00,28 April 2020
5,40,17,0,Chandigarh,17:00,28 April 2020
6,37,32,0,Chhattisgarh,17:00,28 April 2020
7,3108,877,54,NCT of Delhi,17:00,28 April 2020
8,7,7,0,Goa,17:00,28 April 2020
9,3548,394,162,Gujarat,17:00,28 April 2020
10,296,183,3,Haryana,17:00,28 April 2020
11,40,22,1,Himachal Pradesh,17:00,28 April 2020
12,546,164,7,Jammu and Kashmir,17:00,28 April 2020
13,82,13,3,Jharkhand,17:00,28 April 2020
14,512,193,20,Karnataka,17:00,28 April 2020
15,481,355,4,Kerala,17:00,28 April 2020
16,20,14,0,Ladakh,17:00,28 April 2020
21,2168,302,110,Madhya Pradesh,17:00,28 April 2020
17,8590,1282,369,Maharashtra,17:00,28 April 2020
18,2,2,0,Manipur,17:00,28 April 2020
19,12,0,1,Meghalaya,17:00,28 April 2020
20,1,0,0,Mizoram,17:00,28 April 2020
22,118,37,1,Odisha,17:00,28 April 2020
23,8,3,0,Puducherry,17:00,28 April 2020
24,313,71,18,Punjab,17:00,28 April 2020
25,2185,518,41,Rajasthan,17:00,28 April 2020
26,1937,1101,24,Tamil Nadu,17:00,28 April 2020
27,1002,280,26,Telangana,17:00,28 April 2020
28,2,2,0,Tripura,17:00,28 April 2020
29,1955,335,31,Uttar Pradesh,17:00,28 April 2020
30,51,33,0,Uttarakhand,17:00,28 April 2020
31,697,109,20,West Bengal,17:00,28 April 2020
0,33,15,0,Andaman and Nicobar,08:00,29 April 2020
1,1259,258,31,Andhra Pradesh,08:00,29 April 2020
2,1,1,0,Arunanchal Pradesh,08:00,29 April 2020
3,38,27,1,Assam,08:00,29 April 2020
4,366,64,2,Bihar,08:00,29 April 2020
5,56,17,0,Chandigarh,08:00,29 April 2020
6,38,34,0,Chhattisgarh,08:00,29 April 2020
7,3314,1078,54,NCT of Delhi,08:00,29 April 2020
8,7,7,0,Goa,08:00,29 April 2020
9,3744,434,181,Gujarat,08:00,29 April 2020
10,310,209,3,Haryana,08:00,29 April 2020
11,40,25,1,Himachal Pradesh,08:00,29 April 2020
12,565,176,8,Jammu and Kashmir,08:00,29 April 2020
13,103,17,3,Jharkhand,08:00,29 April 2020
14,523,207,20,Karnataka,08:00,29 April 2020
15,485,359,4,Kerala,08:00,29 April 2020
16,22,16,0,Ladakh,08:00,29 April 2020
21,2387,377,120,Madhya Pradesh,08:00,29 April 2020
17,9318,1388,400,Maharashtra,08:00,29 April 2020
18,2,2,0,Manipur,08:00,29 April 2020
19,12,0,1,Meghalaya,08:00,29 April 2020
20,1,0,0,Mizoram,08:00,29 April 2020
22,118,38,1,Odisha,08:00,29 April 2020
23,8,3,0,Puducherry,08:00,29 April 2020
24,322,71,19,Punjab,08:00,29 April 2020
25,2364,768,51,Rajasthan,08:00,29 April 2020
26,2058,1168,25,Tamil Nadu,08:00,29 April 2020
27,1004,321,26,Telangana,08:00,29 April 2020
28,2,2,0,Tripura,08:00,29 April 2020
29,2053,462,34,Uttar Pradesh,08:00,29 April 2020
30,54,33,0,Uttarakhand,08:00,29 April 2020
31,725,119,22,West Bengal,08:00,29 April 2020
0,33,15,0,Andaman and Nicobar,08:00,30 April 2020
1,1332,287,31,Andhra Pradesh,08:00,30 April 2020
2,1,1,0,Arunanchal Pradesh,08:00,30 April 2020
3,38,29,1,Assam,08:00,30 April 2020
4,392,65,2,Bihar,08:00,30 April 2020
5,56,17,0,Chandigarh,08:00,30 April 2020
6,38,34,0,Chhattisgarh,08:00,30 April 2020
7,3439,1092,56,NCT of Delhi,08:00,30 April 2020
8,7,7,0,Goa,08:00,30 April 2020
9,4082,527,197,Gujarat,08:00,30 April 2020
10,310,209,3,Haryana,08:00,30 April 2020
11,40,25,1,Himachal Pradesh,08:00,30 April 2020
12,581,192,8,Jammu and Kashmir,08:00,30 April 2020
13,107,19,3,Jharkhand,08:00,30 April 2020
14,535,216,21,Karnataka,08:00,30 April 2020
15,495,369,4,Kerala,08:00,30 April 2020
16,22,16,0,Ladakh,08:00,30 April 2020
21,2561,461,129,Madhya Pradesh,08:00,30 April 2020
17,9915,1593,432,Maharashtra,08:00,30 April 2020
18,2,2,0,Manipur,08:00,30 April 2020
19,12,0,1,Meghalaya,08:00,30 April 2020
20,1,0,0,Mizoram,08:00,30 April 2020
22,125,39,1,Odisha,08:00,30 April 2020
23,8,3,0,Puducherry,08:00,30 April 2020
24,357,90,19,Punjab,08:00,30 April 2020
25,2438,768,51,Rajasthan,08:00,30 April 2020
26,2162,1210,27,Tamil Nadu,08:00,30 April 2020
27,1012,367,26,Telangana,08:00,30 April 2020
28,2,2,0,Tripura,08:00,30 April 2020
29,2134,510,39,Uttar Pradesh,08:00,30 April 2020
30,55,36,0,Uttarakhand,08:00,30 April 2020
31,758,124,22,West Bengal,08:00,30 April 2020
0,33,16,0,Andaman and Nicobar,08:00,1 May 2020
1,1403,321,31,Andhra Pradesh,08:00,1 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,1 May 2020
3,42,29,1,Assam,08:00,1 May 2020
4,418,82,2,Bihar,08:00,1 May 2020
5,56,17,0,Chandigarh,08:00,1 May 2020
6,38,34,0,Chhattisgarh,08:00,1 May 2020
7,3515,1094,59,NCT of Delhi,08:00,1 May 2020
8,7,7,0,Goa,08:00,1 May 2020
9,4395,613,214,Gujarat,08:00,1 May 2020
10,313,209,3,Haryana,08:00,1 May 2020
11,40,28,1,Himachal Pradesh,08:00,1 May 2020
12,614,216,8,Jammu and Kashmir,08:00,1 May 2020
13,109,20,3,Jharkhand,08:00,1 May 2020
14,565,229,21,Karnataka,08:00,1 May 2020
15,497,383,4,Kerala,08:00,1 May 2020
16,22,16,0,Ladakh,08:00,1 May 2020
21,2660,482,137,Madhya Pradesh,08:00,1 May 2020
17,10498,1773,459,Maharashtra,08:00,1 May 2020
18,2,2,0,Manipur,08:00,1 May 2020
19,12,0,1,Meghalaya,08:00,1 May 2020
20,1,0,0,Mizoram,08:00,1 May 2020
22,142,39,1,Odisha,08:00,1 May 2020
23,8,5,0,Puducherry,08:00,1 May 2020
24,357,90,19,Punjab,08:00,1 May 2020
25,2584,836,58,Rajasthan,08:00,1 May 2020
26,2323,1258,27,Tamil Nadu,08:00,1 May 2020
27,1038,397,26,Telangana,08:00,1 May 2020
28,2,2,0,Tripura,08:00,1 May 2020
29,2203,513,39,Uttar Pradesh,08:00,1 May 2020
30,57,36,0,Uttarakhand,08:00,1 May 2020
31,795,139,33,West Bengal,08:00,1 May 2020
0,33,17,0,Andaman and Nicobar,17:00,03 May 2020
1,1583,488,33,Andhra Pradesh,17:00,03 May 2020
2,1,1,0,Arunanchal Pradesh,17:00,03 May 2020
3,43,32,1,Assam,17:00,03 May 2020
4,482,117,4,Bihar,17:00,03 May 2020
5,94,19,0,Chandigarh,17:00,03 May 2020
6,43,36,0,Chhattisgarh,17:00,03 May 2020
7,4122,1256,64,NCT of Delhi,17:00,03 May 2020
8,7,7,0,Goa,17:00,03 May 2020
9,5055,896,262,Gujarat,17:00,03 May 2020
10,394,227,4,Haryana,17:00,03 May 2020
11,40,33,1,Himachal Pradesh,17:00,03 May 2020
12,666,254,8,Jammu and Kashmir,17:00,03 May 2020
13,115,22,3,Jharkhand,17:00,03 May 2020
14,606,282,25,Karnataka,17:00,03 May 2020
15,500,400,4,Kerala,17:00,03 May 2020
16,40,17,0,Ladakh,17:00,03 May 2020
21,2846,798,156,Madhya Pradesh,17:00,03 May 2020
17,12296,2000,521,Maharashtra,17:00,03 May 2020
18,2,2,0,Manipur,17:00,03 May 2020
19,12,0,1,Meghalaya,17:00,03 May 2020
20,1,0,0,Mizoram,17:00,03 May 2020
22,160,56,1,Odisha,17:00,03 May 2020
23,8,5,0,Puducherry,17:00,03 May 2020
24,772,112,20,Punjab,17:00,03 May 2020
25,2770,1121,65,Rajasthan,17:00,03 May 2020
26,2757,1341,29,Tamil Nadu,17:00,03 May 2020
27,1063,458,28,Telangana,17:00,03 May 2020
28,4,2,0,Tripura,17:00,03 May 2020
29,2626,689,43,Uttar Pradesh,17:00,03 May 2020
30,59,39,0,Uttarakhand,17:00,03 May 2020
31,922,151,33,West Bengal,17:00,03 May 2020
0,33,32,0,Andaman and Nicobar,17:00,05 May 2020
1,1717,589,36,Andhra Pradesh,17:00,05 May 2020
2,1,1,0,Arunanchal Pradesh,17:00,05 May 2020
3,43,32,1,Assam,17:00,05 May 2020
4,529,130,4,Bihar,17:00,05 May 2020
5,102,21,1,Chandigarh,17:00,05 May 2020
6,58,36,0,Chhattisgarh,17:00,05 May 2020
7,4898,1431,64,NCT of Delhi,17:00,05 May 2020
8,7,7,0,Goa,17:00,05 May 2020
9,5804,1195,319,Gujarat,17:00,05 May 2020
10,517,254,6,Haryana,17:00,05 May 2020
11,41,38,1,Himachal Pradesh,17:00,05 May 2020
12,726,303,8,Jammu and Kashmir,17:00,05 May 2020
13,115,27,3,Jharkhand,17:00,05 May 2020
14,659,324,28,Karnataka,17:00,05 May 2020
15,500,462,4,Kerala,17:00,05 May 2020
16,41,17,0,Ladakh,17:00,05 May 2020
21,3049,1000,176,Madhya Pradesh,17:00,05 May 2020
17,14541,2465,583,Maharashtra,17:00,05 May 2020
18,2,2,0,Manipur,17:00,05 May 2020
19,12,10,1,Meghalaya,17:00,05 May 2020
20,1,0,0,Mizoram,17:00,05 May 2020
22,170,60,1,Odisha,17:00,05 May 2020
23,9,6,0,Puducherry,17:00,05 May 2020
24,1233,128,23,Punjab,17:00,05 May 2020
25,3061,1394,77,Rajasthan,17:00,05 May 2020
26,3550,1409,31,Tamil Nadu,17:00,05 May 2020
27,1085,585,29,Telangana,17:00,05 May 2020
28,16,2,0,Tripura,17:00,05 May 2020
29,2859,944,53,Uttar Pradesh,17:00,05 May 2020
30,60,39,1,Uttarakhand,17:00,05 May 2020
31,1259,218,133,West Bengal,17:00,05 May 2020
0,33,32,0,Andaman and Nicobar,08:00,06 May 2020
1,1717,589,36,Andhra Pradesh,08:00,06 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,06 May 2020
3,43,32,1,Assam,08:00,06 May 2020
4,536,142,4,Bihar,08:00,06 May 2020
5,102,21,1,Chandigarh,08:00,06 May 2020
6,59,36,0,Chhattisgarh,08:00,06 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,06 May 2020
8,5104,1468,64,NCT of Delhi,08:00,06 May 2020
9,7,7,0,Goa,08:00,06 May 2020
10,6245,1381,368,Gujarat,08:00,06 May 2020
11,548,256,6,Haryana,08:00,06 May 2020
12,42,38,2,Himachal Pradesh,08:00,06 May 2020
13,741,320,8,Jammu and Kashmir,08:00,06 May 2020
14,125,33,3,Jharkhand,08:00,06 May 2020
15,671,331,29,Karnataka,08:00,06 May 2020
16,502,462,4,Kerala,08:00,06 May 2020
17,41,17,0,Ladakh,08:00,06 May 2020
22,3049,1000,176,Madhya Pradesh,08:00,06 May 2020
18,15525,2819,617,Maharashtra,08:00,06 May 2020
19,2,2,0,Manipur,08:00,06 May 2020
20,12,10,1,Meghalaya,08:00,06 May 2020
21,1,0,0,Mizoram,08:00,06 May 2020
23,175,60,1,Odisha,08:00,06 May 2020
24,9,6,0,Puducherry,08:00,06 May 2020
25,1451,133,25,Punjab,08:00,06 May 2020
26,3158,1525,89,Rajasthan,08:00,06 May 2020
27,4058,1485,33,Tamil Nadu,08:00,06 May 2020
28,1096,585,29,Telangana,08:00,06 May 2020
29,43,2,0,Tripura,08:00,06 May 2020
30,2880,987,56,Uttar Pradesh,08:00,06 May 2020
31,61,39,1,Uttarakhand,08:00,06 May 2020
32,1344,364,140,West Bengal,08:00,06 May 2020
0,33,32,0,Andaman and Nicobar,08:00,07 May 2020
1,1777,729,36,Andhra Pradesh,08:00,07 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,07 May 2020
3,45,32,1,Assam,08:00,07 May 2020
4,542,188,4,Bihar,08:00,07 May 2020
5,120,21,1,Chandigarh,08:00,07 May 2020
6,59,36,0,Chhattisgarh,08:00,07 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,07 May 2020
8,5532,1542,65,NCT of Delhi,08:00,07 May 2020
9,7,7,0,Goa,08:00,07 May 2020
10,6625,1500,396,Gujarat,08:00,07 May 2020
11,594,260,7,Haryana,08:00,07 May 2020
12,45,38,2,Himachal Pradesh,08:00,07 May 2020
13,775,322,8,Jammu and Kashmir,08:00,07 May 2020
14,127,37,3,Jharkhand,08:00,07 May 2020
15,693,354,29,Karnataka,08:00,07 May 2020
16,503,469,4,Kerala,08:00,07 May 2020
17,41,17,0,Ladakh,08:00,07 May 2020
22,3138,1099,185,Madhya Pradesh,08:00,07 May 2020
18,16758,3094,651,Maharashtra,08:00,07 May 2020
19,2,2,0,Manipur,08:00,07 May 2020
20,12,10,1,Meghalaya,08:00,07 May 2020
21,1,0,0,Mizoram,08:00,07 May 2020
23,185,61,2,Odisha,08:00,07 May 2020
24,9,6,0,Puducherry,08:00,07 May 2020
25,1516,135,27,Punjab,08:00,07 May 2020
26,3317,1596,92,Rajasthan,08:00,07 May 2020
27,4829,1516,35,Tamil Nadu,08:00,07 May 2020
28,1107,628,29,Telangana,08:00,07 May 2020
29,43,2,0,Tripura,08:00,07 May 2020
30,2998,1130,60,Uttar Pradesh,08:00,07 May 2020
31,61,39,1,Uttarakhand,08:00,07 May 2020
32,1456,364,144,West Bengal,08:00,07 May 2020
0,33,33,0,Andaman and Nicobar,08:00,08 May 2020
1,1847,780,38,Andhra Pradesh,08:00,08 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,08 May 2020
3,54,34,1,Assam,08:00,08 May 2020
4,550,246,5,Bihar,08:00,08 May 2020
5,135,21,1,Chandigarh,08:00,08 May 2020
6,59,38,0,Chhattisgarh,08:00,08 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,08 May 2020
8,5980,1931,66,NCT of Delhi,08:00,08 May 2020
9,7,7,0,Goa,08:00,08 May 2020
10,7012,1709,425,Gujarat,08:00,08 May 2020
11,625,260,7,Haryana,08:00,08 May 2020
12,46,38,2,Himachal Pradesh,08:00,08 May 2020
13,793,335,9,Jammu and Kashmir,08:00,08 May 2020
14,132,41,3,Jharkhand,08:00,08 May 2020
15,705,366,30,Karnataka,08:00,08 May 2020
16,503,474,4,Kerala,08:00,08 May 2020
17,42,17,0,Ladakh,08:00,08 May 2020
22,3252,1231,193,Madhya Pradesh,08:00,08 May 2020
18,17974,3301,694,Maharashtra,08:00,08 May 2020
19,2,2,0,Manipur,08:00,08 May 2020
20,12,10,1,Meghalaya,08:00,08 May 2020
21,1,0,0,Mizoram,08:00,08 May 2020
23,219,62,2,Odisha,08:00,08 May 2020
24,9,6,0,Puducherry,08:00,08 May 2020
25,1644,149,28,Punjab,08:00,08 May 2020
26,3427,1596,97,Rajasthan,08:00,08 May 2020
27,5409,1547,37,Tamil Nadu,08:00,08 May 2020
28,1123,650,29,Telangana,08:00,08 May 2020
29,65,2,0,Tripura,08:00,08 May 2020
30,3071,1250,62,Uttar Pradesh,08:00,08 May 2020
31,61,39,1,Uttarakhand,08:00,08 May 2020
32,1548,364,151,West Bengal,08:00,08 May 2020
0,33,33,0,Andaman and Nicobar,08:00,09 May 2020
1,1887,842,41,Andhra Pradesh,08:00,09 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,09 May 2020
3,59,34,1,Assam,08:00,09 May 2020
4,571,297,5,Bihar,08:00,09 May 2020
5,150,21,1,Chandigarh,08:00,09 May 2020
6,59,38,0,Chhattisgarh,08:00,09 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,09 May 2020
8,6318,2020,68,NCT of Delhi,08:00,09 May 2020
9,7,7,0,Goa,08:00,09 May 2020
10,7402,1872,449,Gujarat,08:00,09 May 2020
11,647,279,8,Haryana,08:00,09 May 2020
12,50,38,2,Himachal Pradesh,08:00,09 May 2020
13,823,364,9,Jammu and Kashmir,08:00,09 May 2020
14,132,52,3,Jharkhand,08:00,09 May 2020
15,753,376,30,Karnataka,08:00,09 May 2020
16,503,484,4,Kerala,08:00,09 May 2020
17,42,17,0,Ladakh,08:00,09 May 2020
22,3341,1349,200,Madhya Pradesh,08:00,09 May 2020
18,19063,3470,731,Maharashtra,08:00,09 May 2020
19,2,2,0,Manipur,08:00,09 May 2020
20,12,10,1,Meghalaya,08:00,09 May 2020
21,1,0,0,Mizoram,08:00,09 May 2020
23,271,63,2,Odisha,08:00,09 May 2020
24,9,6,0,Puducherry,08:00,09 May 2020
25,1731,152,29,Punjab,08:00,09 May 2020
26,3579,1916,101,Rajasthan,08:00,09 May 2020
27,6009,1605,40,Tamil Nadu,08:00,09 May 2020
28,1133,700,29,Telangana,08:00,09 May 2020
29,118,2,0,Tripura,08:00,09 May 2020
30,3214,1387,66,Uttar Pradesh,08:00,09 May 2020
31,63,46,1,Uttarakhand,08:00,09 May 2020
32,1678,364,160,West Bengal,08:00,09 May 2020
0,33,33,0,Andaman and Nicobar,08:00,11 May 2020
1,1930,887,44,Andhra Pradesh,08:00,11 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,11 May 2020
3,63,34,2,Assam,08:00,11 May 2020
4,591,322,5,Bihar,08:00,11 May 2020
5,169,24,2,Chandigarh,08:00,11 May 2020
6,59,43,0,Chhattisgarh,08:00,11 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,11 May 2020
8,6542,2020,73,NCT of Delhi,08:00,11 May 2020
9,7,7,0,Goa,08:00,11 May 2020
10,7796,2091,472,Gujarat,08:00,11 May 2020
11,675,290,9,Haryana,08:00,11 May 2020
12,50,38,2,Himachal Pradesh,08:00,11 May 2020
13,836,368,9,Jammu and Kashmir,08:00,11 May 2020
14,156,78,3,Jharkhand,08:00,11 May 2020
15,794,386,30,Karnataka,08:00,11 May 2020
16,505,485,4,Kerala,08:00,11 May 2020
17,42,17,0,Ladakh,08:00,11 May 2020
22,3614,1676,215,Madhya Pradesh,08:00,11 May 2020
18,20228,3800,779,Maharashtra,08:00,11 May 2020
19,2,2,0,Manipur,08:00,11 May 2020
20,13,10,1,Meghalaya,08:00,11 May 2020
21,1,1,0,Mizoram,08:00,11 May 2020
23,294,63,2,Odisha,08:00,11 May 2020
24,9,6,0,Puducherry,08:00,11 May 2020
25,1762,157,31,Punjab,08:00,11 May 2020
26,3708,2026,106,Rajasthan,08:00,11 May 2020
27,6535,1824,44,Tamil Nadu,08:00,11 May 2020
28,1163,750,30,Telangana,08:00,11 May 2020
29,134,2,0,Tripura,08:00,11 May 2020
30,3373,1499,74,Uttar Pradesh,08:00,11 May 2020
31,67,46,1,Uttarakhand,08:00,11 May 2020
32,1786,372,171,West Bengal,08:00,11 May 2020
0,33,33,0,Andaman and Nicobar,08:00,13 May 2020
1,2090,1056,46,Andhra Pradesh,08:00,13 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,13 May 2020
3,65,39,2,Assam,08:00,13 May 2020
4,831,383,6,Bihar,08:00,13 May 2020
5,187,28,3,Chandigarh,08:00,13 May 2020
6,59,54,0,Chhattisgarh,08:00,13 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,13 May 2020
8,0,0,0,Daman and Diu,08:00,13 May 2020
9,7639,2512,86,NCT of Delhi,08:00,13 May 2020
10,7,7,0,Goa,08:00,13 May 2020
11,8903,3246,537,Gujarat,08:00,13 May 2020
12,780,342,11,Haryana,08:00,13 May 2020
13,65,39,2,Himachal Pradesh,08:00,13 May 2020
14,934,455,10,Jammu and Kashmir,08:00,13 May 2020
15,172,79,3,Jharkhand,08:00,13 May 2020
16,925,433,31,Karnataka,08:00,13 May 2020
17,524,489,4,Kerala,08:00,13 May 2020
18,42,21,0,Ladakh,08:00,13 May 2020
19,0,0,0,Lakshadweep,08:00,13 May 2020
24,3986,1860,225,Madhya Pradesh,08:00,13 May 2020
20,24427,5125,921,Maharashtra,08:00,13 May 2020
21,2,2,0,Manipur,08:00,13 May 2020
22,13,10,1,Meghalaya,08:00,13 May 2020
23,1,1,0,Mizoram,08:00,13 May 2020
25,0,0,0,Nagaland,08:00,13 May 2020
26,437,116,3,Odisha,08:00,13 May 2020
27,13,9,1,Puducherry,08:00,13 May 2020
28,1914,171,32,Punjab,08:00,13 May 2020
29,4126,2378,117,Rajasthan,08:00,13 May 2020
30,0,0,0,Sikkim,08:00,13 May 2020
31,8718,2134,61,Tamil Nadu,08:00,13 May 2020
32,1326,830,32,Telangana,08:00,13 May 2020
33,154,2,0,Tripura,08:00,13 May 2020
34,3664,1873,82,Uttar Pradesh,08:00,13 May 2020
35,69,46,1,Uttarakhand,08:00,13 May 2020
36,2173,612,198,West Bengal,08:00,13 May 2020
0,33,33,0,Andaman and Nicobar,08:00,14 May 2020
1,2137,1142,47,Andhra Pradesh,08:00,14 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,14 May 2020
3,80,39,2,Assam,08:00,14 May 2020
4,940,388,7,Bihar,08:00,14 May 2020
5,187,28,3,Chandigarh,08:00,14 May 2020
6,59,55,0,Chhattisgarh,08:00,14 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,14 May 2020
8,0,0,0,Daman and Diu,08:00,14 May 2020
9,7998,2858,106,NCT of Delhi,08:00,14 May 2020
10,7,7,0,Goa,08:00,14 May 2020
11,9267,3562,566,Gujarat,08:00,14 May 2020
12,793,418,11,Haryana,08:00,14 May 2020
13,66,39,2,Himachal Pradesh,08:00,14 May 2020
14,971,466,11,Jammu and Kashmir,08:00,14 May 2020
15,173,79,3,Jharkhand,08:00,14 May 2020
16,959,451,33,Karnataka,08:00,14 May 2020
17,534,490,4,Kerala,08:00,14 May 2020
18,43,22,0,Ladakh,08:00,14 May 2020
19,0,0,0,Lakshadweep,08:00,14 May 2020
24,4173,2004,232,Madhya Pradesh,08:00,14 May 2020
20,25922,5547,975,Maharashtra,08:00,14 May 2020
21,2,2,0,Manipur,08:00,14 May 2020
22,13,10,1,Meghalaya,08:00,14 May 2020
23,1,1,0,Mizoram,08:00,14 May 2020
25,0,0,0,Nagaland,08:00,14 May 2020
26,538,143,3,Odisha,08:00,14 May 2020
27,13,9,1,Puducherry,08:00,14 May 2020
28,1924,200,32,Punjab,08:00,14 May 2020
29,4328,2459,121,Rajasthan,08:00,14 May 2020
30,0,0,0,Sikkim,08:00,14 May 2020
31,9227,2176,64,Tamil Nadu,08:00,14 May 2020
32,1367,940,34,Telangana,08:00,14 May 2020
33,155,16,0,Tripura,08:00,14 May 2020
34,3729,1902,83,Uttar Pradesh,08:00,14 May 2020
35,72,46,1,Uttarakhand,08:00,14 May 2020
36,2290,702,207,West Bengal,08:00,14 May 2020
0,33,33,0,Andaman and Nicobar,08:00,15 May 2020
1,2205,1192,48,Andhra Pradesh,08:00,15 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,15 May 2020
3,87,39,2,Assam,08:00,15 May 2020
